Time,Account,Type,Details
2025-12-28 06:03:03.887470+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:03.995775+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:03.996405+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:03.996433+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.034023+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.080637+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.118277+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.135798+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.193541+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.234697+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.248857+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.339241+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.341476+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.388361+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.432522+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.463041+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.475468+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.481323+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:04.485140+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:07.851364+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.130411+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.130453+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.130533+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.381733+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.469667+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.556648+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.560738+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:08.995832+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:09.317669+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:10.278236+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:10.325331+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:10.353184+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:11.535120+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:11.725863+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:12.276592+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:12.770309+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:14.316322+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:14.467207+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:20.709770+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:26.007162+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:45.946285+00:00,N/A,Privilege Escalation,
2025-12-28 06:03:48.763847+00:00,N/A,Privilege Escalation,
2025-12-28 06:04:11.423046+00:00,N/A,Privilege Escalation,
2025-12-28 06:05:01.949137+00:00,N/A,Privilege Escalation,
2025-12-28 06:05:09.441319+00:00,N/A,Privilege Escalation,
2025-12-28 06:05:10.688534+00:00,N/A,Privilege Escalation,
2025-12-28 06:05:23.838018+00:00,N/A,Privilege Escalation,
2025-12-28 06:05:24.243540+00:00,N/A,Privilege Escalation,
2025-12-28 06:05:24.937925+00:00,N/A,Privilege Escalation,
2025-12-28 06:05:25.354328+00:00,N/A,Privilege Escalation,
2025-12-28 06:07:34.852524+00:00,N/A,Privilege Escalation,
2025-12-28 06:07:44.522392+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:09.449160+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:13.796358+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:17.672533+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:17.678007+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:17.680742+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:17.686422+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:17.688866+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:17.704294+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:18.343557+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:18.989477+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:21.879385+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:21.919882+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:21.925161+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:21.927845+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:21.933537+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:21.935955+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:21.946968+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:22.524719+00:00,N/A,Privilege Escalation,
2025-12-28 06:08:23.098351+00:00,N/A,Privilege Escalation,
2025-12-28 06:13:31.288452+00:00,N/A,Privilege Escalation,
2025-12-28 06:13:31.629614+00:00,N/A,Privilege Escalation,
2025-12-28 06:16:04.441074+00:00,N/A,Privilege Escalation,
2025-12-28 06:18:03.993473+00:00,N/A,Privilege Escalation,
2025-12-28 06:18:04.936346+00:00,N/A,Privilege Escalation,
2025-12-28 06:18:05.354261+00:00,N/A,Privilege Escalation,
2025-12-28 06:18:14.195410+00:00,N/A,Privilege Escalation,
2025-12-28 06:18:23.838139+00:00,N/A,Privilege Escalation,
2025-12-28 06:21:57.506256+00:00,N/A,Privilege Escalation,
2025-12-28 06:26:01.136124+00:00,N/A,Privilege Escalation,
2025-12-28 06:26:08.433577+00:00,N/A,Privilege Escalation,
2025-12-28 06:26:09.082901+00:00,N/A,Privilege Escalation,
2025-12-28 06:26:09.610043+00:00,N/A,Privilege Escalation,
2025-12-28 06:26:14.744961+00:00,N/A,Privilege Escalation,
2025-12-28 06:26:17.481125+00:00,N/A,Privilege Escalation,
2025-12-28 06:26:26.531277+00:00,N/A,Privilege Escalation,
2025-12-28 06:27:47.016672+00:00,N/A,Privilege Escalation,
2025-12-28 06:29:11.652838+00:00,N/A,Privilege Escalation,
2025-12-28 06:29:13.884195+00:00,N/A,Privilege Escalation,
2025-12-28 06:33:26.530325+00:00,N/A,Privilege Escalation,
2025-12-28 06:33:50.201353+00:00,N/A,Privilege Escalation,
2025-12-28 06:36:18.017805+00:00,N/A,Privilege Escalation,
2025-12-28 06:43:39.972290+00:00,N/A,Privilege Escalation,
2025-12-28 06:43:40.459484+00:00,N/A,Privilege Escalation,
2025-12-28 06:43:41.270109+00:00,N/A,Privilege Escalation,
2025-12-28 06:43:41.824511+00:00,N/A,Privilege Escalation,
2025-12-28 06:43:53.494770+00:00,N/A,Privilege Escalation,
2025-12-28 06:45:25.938707+00:00,N/A,Privilege Escalation,
2025-12-28 06:48:12.866249+00:00,N/A,Privilege Escalation,
2025-12-28 06:50:28.414089+00:00,N/A,Privilege Escalation,
2025-12-28 06:51:17.126987+00:00,N/A,Privilege Escalation,
2025-12-28 06:56:47.773743+00:00,N/A,Privilege Escalation,
2025-12-28 06:58:08.286301+00:00,N/A,Privilege Escalation,
2025-12-28 07:03:08.644133+00:00,N/A,Privilege Escalation,
2025-12-28 07:03:12.965736+00:00,N/A,Privilege Escalation,
2025-12-28 07:05:13.639471+00:00,N/A,Privilege Escalation,
2025-12-28 07:05:14.654640+00:00,N/A,Privilege Escalation,
2025-12-28 07:07:58.755299+00:00,N/A,Privilege Escalation,
2025-12-28 07:11:14.167561+00:00,N/A,Privilege Escalation,
2025-12-28 07:18:13.080067+00:00,N/A,Privilege Escalation,
2025-12-28 07:21:42.566385+00:00,N/A,Privilege Escalation,
2025-12-28 07:21:59.180668+00:00,N/A,Privilege Escalation,
2025-12-28 07:24:02.908352+00:00,N/A,Privilege Escalation,
2025-12-28 07:28:40.198130+00:00,N/A,Privilege Escalation,
2025-12-28 07:36:18.624018+00:00,N/A,Privilege Escalation,
2025-12-28 07:46:37.673288+00:00,N/A,Privilege Escalation,
2025-12-28 07:46:38.853083+00:00,N/A,Privilege Escalation,
2025-12-28 07:47:07.175089+00:00,N/A,Privilege Escalation,
2025-12-28 07:47:09.509542+00:00,N/A,Privilege Escalation,
2025-12-28 07:47:10.691359+00:00,N/A,Privilege Escalation,
2025-12-28 07:47:10.738693+00:00,N/A,Privilege Escalation,
2025-12-28 07:48:09.916767+00:00,N/A,Privilege Escalation,
2025-12-28 07:48:13.365864+00:00,N/A,Privilege Escalation,
2025-12-28 07:48:44.716803+00:00,N/A,Privilege Escalation,
2025-12-28 08:03:09.037405+00:00,N/A,Privilege Escalation,
2025-12-28 08:03:09.213602+00:00,N/A,Privilege Escalation,
2025-12-28 08:03:13.836933+00:00,N/A,Privilege Escalation,
2025-12-28 08:03:17.627785+00:00,N/A,Privilege Escalation,
2025-12-28 08:05:19.784201+00:00,N/A,Privilege Escalation,
2025-12-28 08:05:20.581553+00:00,N/A,Privilege Escalation,
2025-12-28 08:08:04.095293+00:00,N/A,Privilege Escalation,
2025-12-28 08:11:19.699734+00:00,N/A,Privilege Escalation,
2025-12-28 08:18:13.940706+00:00,N/A,Privilege Escalation,
2025-12-28 08:20:14.442976+00:00,N/A,Privilege Escalation,
2025-12-28 08:33:14.040867+00:00,N/A,Privilege Escalation,
2025-12-28 08:34:18.584780+00:00,N/A,Privilege Escalation,
2025-12-28 08:44:11.778996+00:00,N/A,Privilege Escalation,
2025-12-28 08:47:04.835241+00:00,N/A,Privilege Escalation,
2025-12-28 08:48:14.131834+00:00,N/A,Privilege Escalation,
2025-12-28 09:03:14.232487+00:00,N/A,Privilege Escalation,
2025-12-28 09:03:22.706797+00:00,N/A,Privilege Escalation,
2025-12-28 09:05:24.806217+00:00,N/A,Privilege Escalation,
2025-12-28 09:05:25.577454+00:00,N/A,Privilege Escalation,
2025-12-28 09:11:24.644772+00:00,N/A,Privilege Escalation,
2025-12-28 09:18:14.332481+00:00,N/A,Privilege Escalation,
2025-12-28 09:23:22.259527+00:00,N/A,Privilege Escalation,
2025-12-28 09:33:14.425865+00:00,N/A,Privilege Escalation,
2025-12-28 09:47:04.848742+00:00,N/A,Privilege Escalation,
2025-12-28 09:48:14.518787+00:00,N/A,Privilege Escalation,
2025-12-28 09:48:41.704685+00:00,N/A,Privilege Escalation,
2025-12-28 10:03:14.609505+00:00,N/A,Privilege Escalation,
2025-12-28 10:03:27.870502+00:00,N/A,Privilege Escalation,
2025-12-28 10:05:29.860981+00:00,N/A,Privilege Escalation,
2025-12-28 10:05:30.698236+00:00,N/A,Privilege Escalation,
2025-12-28 10:11:29.846409+00:00,N/A,Privilege Escalation,
2025-12-28 10:14:11.766354+00:00,N/A,Privilege Escalation,
2025-12-28 10:18:14.697699+00:00,N/A,Privilege Escalation,
2025-12-28 10:33:14.798782+00:00,N/A,Privilege Escalation,
2025-12-28 10:41:54.068882+00:00,N/A,Privilege Escalation,
2025-12-28 10:45:37.552219+00:00,N/A,Privilege Escalation,
2025-12-28 10:45:40.658096+00:00,N/A,Privilege Escalation,
2025-12-28 10:47:04.835150+00:00,N/A,Privilege Escalation,
2025-12-28 11:03:32.893480+00:00,N/A,Privilege Escalation,
2025-12-28 11:05:41.677183+00:00,N/A,Privilege Escalation,
2025-12-28 11:05:42.776064+00:00,N/A,Privilege Escalation,
2025-12-28 11:11:41.711544+00:00,N/A,Privilege Escalation,
2025-12-28 11:47:04.919552+00:00,N/A,Privilege Escalation,
2025-12-28 12:03:44.398424+00:00,N/A,Privilege Escalation,
2025-12-28 12:05:53.213875+00:00,N/A,Privilege Escalation,
2025-12-28 12:05:54.252613+00:00,N/A,Privilege Escalation,
2025-12-28 12:11:53.315926+00:00,N/A,Privilege Escalation,
2025-12-28 12:35:30.648239+00:00,N/A,Privilege Escalation,
2025-12-28 12:44:10.824492+00:00,N/A,Privilege Escalation,
2025-12-28 13:03:55.930437+00:00,N/A,Privilege Escalation,
2025-12-28 13:06:04.930586+00:00,N/A,Privilege Escalation,
2025-12-28 13:06:05.987183+00:00,N/A,Privilege Escalation,
2025-12-28 13:12:04.780516+00:00,N/A,Privilege Escalation,
2025-12-28 13:44:10.836826+00:00,N/A,Privilege Escalation,
2025-12-28 14:04:07.590195+00:00,N/A,Privilege Escalation,
2025-12-28 14:06:16.246532+00:00,N/A,Privilege Escalation,
2025-12-28 14:06:17.421207+00:00,N/A,Privilege Escalation,
2025-12-28 14:12:16.451506+00:00,N/A,Privilege Escalation,
2025-12-28 15:03:48.027237+00:00,N/A,Privilege Escalation,
2025-12-28 15:04:19.161646+00:00,N/A,Privilege Escalation,
2025-12-28 15:06:28.052944+00:00,N/A,Privilege Escalation,
2025-12-28 15:06:29.204485+00:00,N/A,Privilege Escalation,
2025-12-28 15:06:58.970360+00:00,N/A,Privilege Escalation,
2025-12-28 15:12:28.091330+00:00,N/A,Privilege Escalation,
2025-12-28 15:36:58.970314+00:00,N/A,Privilege Escalation,
2025-12-28 15:43:22.833363+00:00,N/A,Privilege Escalation,
2025-12-28 15:43:25.865332+00:00,N/A,Privilege Escalation,
2025-12-28 15:43:26.231972+00:00,N/A,Privilege Escalation,
2025-12-28 15:43:30.039848+00:00,N/A,Privilege Escalation,
2025-12-28 15:43:31.016474+00:00,N/A,Privilege Escalation,
2025-12-28 15:43:32.587866+00:00,N/A,Privilege Escalation,
2025-12-28 15:48:34.925205+00:00,N/A,Privilege Escalation,
2025-12-28 15:48:51.995815+00:00,N/A,Privilege Escalation,
2025-12-28 15:49:14.137724+00:00,N/A,Privilege Escalation,
2025-12-28 15:58:32.894783+00:00,N/A,Privilege Escalation,
2025-12-28 16:04:30.953955+00:00,N/A,Privilege Escalation,
2025-12-28 16:06:33.062969+00:00,N/A,Privilege Escalation,
2025-12-28 16:06:33.837353+00:00,N/A,Privilege Escalation,
2025-12-28 16:12:33.043190+00:00,N/A,Privilege Escalation,
2025-12-28 16:13:33.047115+00:00,N/A,Privilege Escalation,
2025-12-28 16:15:33.669205+00:00,N/A,Privilege Escalation,
2025-12-28 16:15:34.685898+00:00,N/A,Privilege Escalation,
2025-12-28 16:20:06.083879+00:00,N/A,Privilege Escalation,
2025-12-28 16:24:44.426208+00:00,N/A,Privilege Escalation,
2025-12-28 16:25:12.552979+00:00,N/A,Privilege Escalation,
2025-12-28 16:25:12.552980+00:00,N/A,Privilege Escalation,
2025-12-28 16:25:12.675022+00:00,N/A,Privilege Escalation,
2025-12-28 16:25:12.842169+00:00,N/A,Privilege Escalation,
2025-12-28 16:25:13.301247+00:00,N/A,Privilege Escalation,
2025-12-28 16:25:25.355473+00:00,N/A,Privilege Escalation,
2025-12-29 13:42:10.005936+00:00,N/A,Privilege Escalation,
2025-12-29 13:42:10.284264+00:00,N/A,Privilege Escalation,
2025-12-29 13:42:11.148466+00:00,N/A,Privilege Escalation,
2025-12-29 13:42:12.498423+00:00,N/A,Privilege Escalation,
2025-12-29 13:42:12.718515+00:00,N/A,Privilege Escalation,
2025-12-29 13:42:17.584728+00:00,N/A,Privilege Escalation,
2025-12-29 13:42:39.414003+00:00,N/A,Privilege Escalation,
2025-12-29 13:44:13.408781+00:00,N/A,Privilege Escalation,
2025-12-29 13:44:14.138811+00:00,N/A,Privilege Escalation,
2025-12-29 13:44:34.837629+00:00,N/A,Privilege Escalation,
2025-12-29 13:47:06.066683+00:00,N/A,Privilege Escalation,
2025-12-29 13:47:11.994078+00:00,N/A,Privilege Escalation,
2025-12-29 13:47:17.561979+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:09.382219+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:10.287405+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:11.916264+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:11.922930+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:11.924740+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:11.937714+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:11.957544+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:12.030466+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:12.835693+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:13.553036+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:14.502106+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:15.535734+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:15.542967+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:15.546505+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:15.553986+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:15.557253+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:15.569271+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:16.194265+00:00,N/A,Privilege Escalation,
2025-12-29 13:48:16.803907+00:00,N/A,Privilege Escalation,
2025-12-29 13:50:14.407900+00:00,N/A,Privilege Escalation,
2025-12-29 13:57:11.184505+00:00,N/A,Privilege Escalation,
2025-12-29 13:57:13.158182+00:00,N/A,Privilege Escalation,
2025-12-29 13:57:14.042240+00:00,N/A,Privilege Escalation,
2025-12-29 13:57:24.679937+00:00,N/A,Privilege Escalation,
2025-12-29 14:06:29.105629+00:00,N/A,Privilege Escalation,
2025-12-29 14:09:24.529179+00:00,N/A,Privilege Escalation,
2025-12-29 14:12:24.785547+00:00,N/A,Privilege Escalation,
2025-12-29 14:22:56.515915+00:00,N/A,Privilege Escalation,
2025-12-29 14:22:57.458874+00:00,N/A,Privilege Escalation,
2025-12-29 14:22:57.762270+00:00,N/A,Privilege Escalation,
2025-12-29 14:22:58.177208+00:00,N/A,Privilege Escalation,
2025-12-29 14:23:19.131516+00:00,N/A,Privilege Escalation,
2025-12-29 14:27:00.334814+00:00,N/A,Privilege Escalation,
2025-12-29 14:36:06.587778+00:00,N/A,Privilege Escalation,
2025-12-29 14:36:16.698124+00:00,N/A,Privilege Escalation,
2025-12-29 14:36:21.991772+00:00,N/A,Privilege Escalation,
2025-12-29 14:36:23.819733+00:00,N/A,Privilege Escalation,
2025-12-29 14:37:22.142767+00:00,N/A,Privilege Escalation,
2025-12-29 14:37:35.608324+00:00,N/A,Privilege Escalation,
2025-12-29 14:38:56.372982+00:00,N/A,Privilege Escalation,
2025-12-29 14:38:56.535015+00:00,N/A,Privilege Escalation,
2025-12-29 14:38:59.418211+00:00,N/A,Privilege Escalation,
2025-12-29 14:39:35.118763+00:00,N/A,Privilege Escalation,
2025-12-29 14:40:02.370335+00:00,N/A,Privilege Escalation,
2025-12-29 14:42:31.395195+00:00,N/A,Privilege Escalation,
2025-12-29 14:43:46.779913+00:00,N/A,Privilege Escalation,
2025-12-29 14:44:08.161352+00:00,N/A,Privilege Escalation,
2025-12-29 14:44:09.151354+00:00,N/A,Privilege Escalation,
2025-12-29 14:44:09.382244+00:00,N/A,Privilege Escalation,
2025-12-29 14:44:33.594435+00:00,N/A,Privilege Escalation,
2025-12-29 14:44:34.508553+00:00,N/A,Privilege Escalation,
2025-12-29 14:45:40.813286+00:00,N/A,Privilege Escalation,
2025-12-29 14:48:11.030310+00:00,N/A,Privilege Escalation,
2025-12-29 14:50:33.599024+00:00,N/A,Privilege Escalation,
2025-12-29 14:57:25.000023+00:00,N/A,Privilege Escalation,
2025-12-29 15:12:25.106054+00:00,N/A,Privilege Escalation,
2025-12-29 15:22:57.374762+00:00,N/A,Privilege Escalation,
2025-12-29 15:27:25.205706+00:00,N/A,Privilege Escalation,
2025-12-29 15:42:12.541859+00:00,N/A,Privilege Escalation,
2025-12-29 15:42:12.735491+00:00,N/A,Privilege Escalation,
2025-12-29 15:42:25.298885+00:00,N/A,Privilege Escalation,
2025-12-29 15:42:36.290785+00:00,N/A,Privilege Escalation,
2025-12-29 15:44:38.369476+00:00,N/A,Privilege Escalation,
2025-12-29 15:44:39.118872+00:00,N/A,Privilege Escalation,
2025-12-29 15:50:38.338062+00:00,N/A,Privilege Escalation,
2025-12-29 15:57:25.402159+00:00,N/A,Privilege Escalation,
2025-12-29 16:03:15.981621+00:00,N/A,Privilege Escalation,
2025-12-29 16:03:16.769569+00:00,N/A,Privilege Escalation,
2025-12-29 16:03:56.967295+00:00,N/A,Privilege Escalation,
2025-12-29 16:03:57.128752+00:00,N/A,Privilege Escalation,
2025-12-29 16:03:58.746540+00:00,N/A,Privilege Escalation,
2025-12-29 16:04:05.203001+00:00,N/A,Privilege Escalation,
2025-12-29 16:07:46.172178+00:00,N/A,Privilege Escalation,
2025-12-29 16:10:41.778088+00:00,N/A,Privilege Escalation,
2025-12-29 16:11:53.510715+00:00,N/A,Privilege Escalation,
2025-12-29 16:11:54.833138+00:00,N/A,Privilege Escalation,
2025-12-29 16:12:25.756880+00:00,N/A,Privilege Escalation,
2025-12-29 16:27:28.167231+00:00,N/A,Privilege Escalation,
2025-12-29 16:42:28.388014+00:00,N/A,Privilege Escalation,
2025-12-29 16:42:41.871044+00:00,N/A,Privilege Escalation,
2025-12-29 16:44:46.639925+00:00,N/A,Privilege Escalation,
2025-12-29 16:44:47.757586+00:00,N/A,Privilege Escalation,
2025-12-29 16:48:35.168312+00:00,N/A,Privilege Escalation,
